,date,new_deaths
106417,2022-10-30,1.0
106418,2022-10-31,65.0
106419,2022-11-01,62.0
106420,2022-11-02,9.0
106421,2022-11-03,39.0
106422,2022-11-04,65.0
106423,2022-11-05,10.0
106424,2022-11-06,6.0
106425,2022-11-07,47.0
106426,2022-11-08,92.0
106427,2022-11-09,80.0
106428,2022-11-10,40.0
106429,2022-11-11,49.0
106430,2022-11-12,-2.0
106431,2022-11-13,4.0
106432,2022-11-14,36.0
106433,2022-11-15,8.0
106434,2022-11-16,62.0
106435,2022-11-17,71.0
106436,2022-11-18,72.0
106437,2022-11-19,13.0
106438,2022-11-20,8.0
106439,2022-11-21,111.0
106440,2022-11-22,116.0
106441,2022-11-23,117.0
106442,2022-11-24,69.0
106443,2022-11-25,101.0
106444,2022-11-26,26.0
106445,2022-11-27,11.0
106446,2022-11-28,57.0
106447,2022-11-29,129.0
106448,2022-11-30,136.0
106449,2022-12-01,144.0
106450,2022-12-02,129.0
106451,2022-12-03,35.0
106452,2022-12-04,15.0
106453,2022-12-05,105.0
106454,2022-12-06,180.0
106455,2022-12-07,168.0
106456,2022-12-08,100.0
106457,2022-12-09,0.0
106458,2022-12-10,70.0
106459,2022-12-11,7.0
106460,2022-12-12,261.0
106461,2022-12-13,163.0
106462,2022-12-14,271.0
106463,2022-12-15,203.0
106464,2022-12-16,158.0
106465,2022-12-17,53.0
106466,2022-12-18,20.0
106467,2022-12-19,158.0
106468,2022-12-20,239.0
106469,2022-12-21,181.0
106470,2022-12-22,191.0
106471,2022-12-23,91.0
106472,2022-12-24,0.0
106473,2022-12-25,0.0
106474,2022-12-26,226.0
106475,2022-12-27,230.0
106476,2022-12-28,363.0
106477,2022-12-29,172.0
106478,2022-12-30,119.0
